"EntityId","Chart Label","Technology","Technology Subtype","Year","Official Program Number","Calculated LCOE","","Overnight Capital Cost dollar per kW including Contingency","Contingency Factor","Overnight Capital Cost dollar per kW","Final Capital Cost, $/kW","Discount Rate","Lifetime Years","Final Lifetime in Years","Capital Recovery Factor","Tax Rate","Present Value of Depreciation","Average Capacity Factor","Max Capacity Factor","Final Capacity Factor","LCOE Capital Cost Term","O M All-Inclusive","Fixed O M dollar per kW","Variable O M dollar per MWh","Calculated OM All Inclusive Cost Term ($/kW)","Calculated Fixed OM Term ($/kW)","Calculated Variable OM Term ($/kW)","LCOE OM Term","Fuel","Fuel Cost","Heat Rate","LCOD Fuel Cost Term","","Reference Name","Publication Year","Report Author(s)","Dataset name","Dataset web source"
"g30554","Offshore","Wind-Offshore","","2000","",0.088,"","","1","3045.81",3045.81,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.5","","0.5",0.062125180796157,"","14.28","22.84","","","",0.026100273972603,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30605","Offshore","Wind-Offshore","","2000","",0.083,"","","1","3045.81",3045.81,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.54","","0.54",0.057523315551998,"","14.28","22.84","","","",0.025858772196854,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30147","Offshore","Wind-Offshore","","2001","",0.093,"","","1","2284.35",2284.35,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.34","","0.34",0.068520195029595,"","14.28","19.99","","","",0.024784520547945,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30198","Offshore","Wind-Offshore","","2001","",0.086,"","","1","2284.35",2284.35,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.38","","0.38",0.061307542921217,"","14.28","19.99","","","",0.024279834174477,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30249","Offshore","Wind-Offshore","","2001","",0.079,"","","1","2284.35",2284.35,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.42","","0.42",0.055468729309672,"","14.28","19.99","","","",0.023871278538813,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30300","Offshore","Wind-Offshore","","2001","",0.074,"","","1","2284.35",2284.35,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.46","","0.46",0.050645361543614,"","14.28","19.99","","","",0.023533776057177,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30351","Offshore","Wind-Offshore","","2001","",0.07,"","","1","2284.35",2284.35,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.5","","0.5",0.046593732620125,"","14.28","19.99","","","",0.023250273972603,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30402","Offshore","Wind-Offshore","","2001","",0.109,"","","1","3045.81",3045.81,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.38","","0.38",0.081743658942312,"","14.28","22.84","","","",0.027129834174477,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30453","Offshore","Wind-Offshore","","2001","",0.099,"","","1","3045.81",3045.81,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.43","","0.43",0.072238582321113,"","14.28","22.84","","","",0.026631016247212,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30504","Offshore","Wind-Offshore","","2001","",0.094,"","","1","3045.81",3045.81,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.46","","0.46",0.067527370430606,"","14.28","22.84","","","",0.026383776057177,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30555","Offshore","Wind-Offshore","","2001","",0.088,"","","1","3045.81",3045.81,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.5","","0.5",0.062125180796157,"","14.28","22.84","","","",0.026100273972603,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30606","Offshore","Wind-Offshore","","2001","",0.083,"","","1","3045.81",3045.81,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.54","","0.54",0.057523315551998,"","14.28","22.84","","","",0.025858772196854,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30148","Offshore","Wind-Offshore","","2002","",0.093,"","","1","2284.35",2284.35,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.34","","0.34",0.068520195029595,"","14.28","19.99","","","",0.024784520547945,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30199","Offshore","Wind-Offshore","","2002","",0.086,"","","1","2284.35",2284.35,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.38","","0.38",0.061307542921217,"","14.28","19.99","","","",0.024279834174477,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30250","Offshore","Wind-Offshore","","2002","",0.079,"","","1","2284.35",2284.35,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.42","","0.42",0.055468729309672,"","14.28","19.99","","","",0.023871278538813,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30301","Offshore","Wind-Offshore","","2002","",0.074,"","","1","2284.35",2284.35,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.46","","0.46",0.050645361543614,"","14.28","19.99","","","",0.023533776057177,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30352","Offshore","Wind-Offshore","","2002","",0.07,"","","1","2284.35",2284.35,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.5","","0.5",0.046593732620125,"","14.28","19.99","","","",0.023250273972603,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30403","Offshore","Wind-Offshore","","2002","",0.109,"","","1","3045.81",3045.81,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.38","","0.38",0.081743658942312,"","14.28","22.84","","","",0.027129834174477,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30454","Offshore","Wind-Offshore","","2002","",0.099,"","","1","3045.81",3045.81,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.43","","0.43",0.072238582321113,"","14.28","22.84","","","",0.026631016247212,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30505","Offshore","Wind-Offshore","","2002","",0.094,"","","1","3045.81",3045.81,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.46","","0.46",0.067527370430606,"","14.28","22.84","","","",0.026383776057177,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30556","Offshore","Wind-Offshore","","2002","",0.088,"","","1","3045.81",3045.81,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.5","","0.5",0.062125180796157,"","14.28","22.84","","","",0.026100273972603,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30607","Offshore","Wind-Offshore","","2002","",0.083,"","","1","3045.81",3045.81,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.54","","0.54",0.057523315551998,"","14.28","22.84","","","",0.025858772196854,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30149","Offshore","Wind-Offshore","","2003","",0.093,"","","1","2284.35",2284.35,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.34","","0.34",0.068520195029595,"","14.28","19.99","","","",0.024784520547945,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30200","Offshore","Wind-Offshore","","2003","",0.086,"","","1","2284.35",2284.35,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.38","","0.38",0.061307542921217,"","14.28","19.99","","","",0.024279834174477,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30251","Offshore","Wind-Offshore","","2003","",0.079,"","","1","2284.35",2284.35,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.42","","0.42",0.055468729309672,"","14.28","19.99","","","",0.023871278538813,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30302","Offshore","Wind-Offshore","","2003","",0.074,"","","1","2284.35",2284.35,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.46","","0.46",0.050645361543614,"","14.28","19.99","","","",0.023533776057177,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30353","Offshore","Wind-Offshore","","2003","",0.07,"","","1","2284.35",2284.35,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.5","","0.5",0.046593732620125,"","14.28","19.99","","","",0.023250273972603,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30404","Offshore","Wind-Offshore","","2003","",0.109,"","","1","3045.81",3045.81,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.38","","0.38",0.081743658942312,"","14.28","22.84","","","",0.027129834174477,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30455","Offshore","Wind-Offshore","","2003","",0.099,"","","1","3045.81",3045.81,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.43","","0.43",0.072238582321113,"","14.28","22.84","","","",0.026631016247212,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30506","Offshore","Wind-Offshore","","2003","",0.094,"","","1","3045.81",3045.81,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.46","","0.46",0.067527370430606,"","14.28","22.84","","","",0.026383776057177,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30557","Offshore","Wind-Offshore","","2003","",0.088,"","","1","3045.81",3045.81,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.5","","0.5",0.062125180796157,"","14.28","22.84","","","",0.026100273972603,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30608","Offshore","Wind-Offshore","","2003","",0.083,"","","1","3045.81",3045.81,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.54","","0.54",0.057523315551998,"","14.28","22.84","","","",0.025858772196854,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30150","Offshore","Wind-Offshore","","2004","",0.093,"","","1","2284.35",2284.35,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.34","","0.34",0.068520195029595,"","14.28","19.99","","","",0.024784520547945,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30201","Offshore","Wind-Offshore","","2004","",0.086,"","","1","2284.35",2284.35,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.38","","0.38",0.061307542921217,"","14.28","19.99","","","",0.024279834174477,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30252","Offshore","Wind-Offshore","","2004","",0.079,"","","1","2284.35",2284.35,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.42","","0.42",0.055468729309672,"","14.28","19.99","","","",0.023871278538813,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30303","Offshore","Wind-Offshore","","2004","",0.074,"","","1","2284.35",2284.35,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.46","","0.46",0.050645361543614,"","14.28","19.99","","","",0.023533776057177,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30354","Offshore","Wind-Offshore","","2004","",0.07,"","","1","2284.35",2284.35,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.5","","0.5",0.046593732620125,"","14.28","19.99","","","",0.023250273972603,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30405","Offshore","Wind-Offshore","","2004","",0.109,"","","1","3045.81",3045.81,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.38","","0.38",0.081743658942312,"","14.28","22.84","","","",0.027129834174477,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30456","Offshore","Wind-Offshore","","2004","",0.099,"","","1","3045.81",3045.81,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.43","","0.43",0.072238582321113,"","14.28","22.84","","","",0.026631016247212,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30507","Offshore","Wind-Offshore","","2004","",0.094,"","","1","3045.81",3045.81,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.46","","0.46",0.067527370430606,"","14.28","22.84","","","",0.026383776057177,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30558","Offshore","Wind-Offshore","","2004","",0.088,"","","1","3045.81",3045.81,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.5","","0.5",0.062125180796157,"","14.28","22.84","","","",0.026100273972603,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30609","Offshore","Wind-Offshore","","2004","",0.083,"","","1","3045.81",3045.81,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.54","","0.54",0.057523315551998,"","14.28","22.84","","","",0.025858772196854,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g30151","Offshore","Wind-Offshore","","2005","",0.093,"","","1","2284.35",2284.35,0.07,"20",30,0.080586403511111,0.392,0.83155,"0.34","","0.34",0.068520195029595,"","14.28","19.99","","","",0.024784520547945,"Wind",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
